season,player_id,player_name,team_id,team_name,conference,position,games,starts,dropbacks,pass_attempts,sacks_taken,pressures_faced,completions,pass_yards,pass_td,interceptions,sacks_yards_lost,air_yards,yac,completion_pct,yards_per_att,adj_yards_per_att,yards_per_dropback,td_rate,int_rate,air_yards_per_att,yac_per_comp,pressure_rate,sack_rate,epa_total_pass,epa_per_dropback,ppa_total_pass,ppa_per_dropback,success_rate,explosive_pass_rate
2019,3125956,Randall West,113,Massachusetts,FBS Independents,QB,,,165.0,159,6.0,,91.0,768,6.0,6.0,35.0,,,0.5723270440251572,4.830188679245283,3.8867924528301887,4.654545454545454,0.03773584905660377,0.03773584905660377,,,,0.03636363636363636,59.24790960701772,0.35907824004253164,14.318331543341063,0.08677776692933978,0.4716981132075472,0.0880503144654088
2019,3675812,Bryce Perkins,258,Virginia,ACC,QB,,,523.0,490,33.0,,290.0,3102,20.0,10.0,221.0,,,0.5918367346938775,6.330612244897959,6.228571428571429,5.9311663479923515,0.04081632653061224,0.02040816326530612,,,,0.06309751434034416,197.38430005641402,0.37740783949601153,98.5669681091377,0.18846456617425947,0.5122448979591837,0.08571428571428572
2019,3722361,Akilian Butler,68,Boise State,Mountain West,WR,,,1.0,1,0.0,,1.0,5,1.0,0.0,0.0,,,1.0,5.0,25.0,5.0,1.0,0.0,,,,0.0,3.304477776786716,3.304477776786716,1.883780840558874,1.883780840558874,1.0,0.0
2019,3728240,Kelly Bryant,142,Missouri,SEC,QB,,,323.0,306,17.0,,178.0,2025,15.0,6.0,114.0,,,0.5816993464052288,6.617647058823529,6.715686274509804,6.269349845201238,0.049019607843137254,0.0196078431372549,,,,0.05263157894736842,137.50372088682332,0.4257081142006914,74.13736859543448,0.22952745695180954,0.4803921568627451,0.10130718954248366
2019,3791110,Tommy Stevens,344,Mississippi State,SEC,QB,,,186.0,176,10.0,,96.0,957,11.0,5.0,109.0,,,0.5454545454545454,5.4375,5.409090909090909,5.145161290322581,0.0625,0.028409090909090908,,,,0.053763440860215055,80.32722456810791,0.43186679875326833,37.56941895011959,0.20198612338773975,0.5,0.07386363636363637
2019,3791146,Elijah Sindelar,2509,Purdue,Big Ten,QB,,,113.0,112,1.0,,71.0,960,9.0,3.0,7.0,,,0.6339285714285714,8.571428571428571,8.973214285714286,8.495575221238939,0.08035714285714286,0.026785714285714284,,,,0.008849557522123894,88.5672611520771,0.7837810721422752,48.142753528550465,0.4260420666243404,0.5357142857142857,0.16964285714285715
2019,3843247,Justin McMillan,2655,Tulane,American Athletic,QB,,,352.0,335,17.0,,177.0,2111,13.0,10.0,176.0,,,0.5283582089552239,6.3014925373134325,5.7343283582089555,5.997159090909091,0.03880597014925373,0.029850746268656716,,,,0.048295454545454544,136.48889521284045,0.3877525432182967,59.16145866448656,0.16807232575138228,0.48955223880597015,0.0955223880597015
2019,3843469,Derrick Dillon,99,LSU,SEC,WR,,,1.0,1,0.0,,1.0,7,1.0,0.0,0.0,,,1.0,7.0,27.0,7.0,1.0,0.0,,,,0.0,4.403391641993318,4.403391641993318,2.607148468017737,2.607148468017737,1.0,0.0
2019,3843725,Josh Growden,277,West Virginia,Big 12,P,,,1.0,1,0.0,,1.0,7,0.0,0.0,0.0,,,1.0,7.0,7.0,7.0,0.0,0.0,,,,0.0,1.8803883756721569,1.8803883756721569,2.0971853827483153,2.0971853827483153,1.0,0.0
2019,3858269,Ross Bowers,2459,Northern Illinois,Mid-American,QB,,,315.0,301,14.0,,166.0,1902,7.0,7.0,112.0,,,0.5514950166112956,6.318936877076412,5.737541528239203,6.038095238095238,0.023255813953488372,0.023255813953488372,,,,0.044444444444444446,112.59378476739863,0.35744058656317024,73.02939522591541,0.23183934992354097,0.4584717607973422,0.10299003322259136
2019,3858944,Blake Barnett,58,South Florida,American Athletic,QB,,,89.0,81,8.0,,36.0,365,0.0,2.0,54.0,,,0.4444444444444444,4.506172839506172,3.3950617283950617,4.101123595505618,0.0,0.024691358024691357,,,,0.0898876404494382,3.6784978449564334,0.041331436460184647,-2.436721826774222,-0.027378896930047438,0.37037037037037035,0.08641975308641975
2019,3870490,Chris Chugunov,194,Ohio State,Big Ten,QB,,,47.0,45,2.0,,26.0,276,6.0,0.0,10.0,,,0.5777777777777777,6.133333333333334,8.8,5.872340425531915,0.13333333333333333,0.0,,,,0.0425531914893617,31.883776133072406,0.6783782155972852,19.714467722851083,0.41945676006066135,0.5111111111111111,0.06666666666666667
2019,3886565,Quinten Dormady,2117,Central Michigan,Mid-American,QB,,,247.0,238,9.0,,144.0,1648,11.0,8.0,72.0,,,0.6050420168067226,6.92436974789916,6.336134453781512,6.672064777327935,0.046218487394957986,0.03361344537815126,,,,0.03643724696356275,126.56712783541812,0.512417521600883,62.87598376337323,0.25455863871811024,0.5294117647058824,0.1134453781512605
2019,3886598,Jauan Jennings,2633,Tennessee,SEC,WR,,,3.0,3,0.0,,2.0,18,2.0,0.0,0.0,,,0.6666666666666666,6.0,19.333333333333332,6.0,0.6666666666666666,0.0,,,,0.0,10.149559179489367,3.3831863931631223,5.458135025597132,1.8193783418657106,0.6666666666666666,0.0
2019,3886609,Alex Hornibrook,52,Florida State,ACC,QB,,,159.0,142,17.0,,84.0,875,7.0,2.0,126.0,,,0.5915492957746479,6.161971830985915,6.514084507042254,5.50314465408805,0.04929577464788732,0.014084507042253521,,,,0.1069182389937107,51.915506625600536,0.32651262028679584,31.16620125386642,0.19601384436393973,0.4788732394366197,0.09859154929577464
2019,3886621,Ty Storey,98,Western Kentucky,Conference USA,QB,,,370.0,359,11.0,,241.0,2464,14.0,6.0,93.0,,,0.6713091922005571,6.8635097493036215,6.891364902506964,6.65945945945946,0.03899721448467967,0.016713091922005572,,,,0.02972972972972973,184.59607703857895,0.49890831632048366,108.47011786128728,0.29316248070618184,0.5097493036211699,0.10306406685236769
2019,3886634,Alex Delton,2628,TCU,Big 12,QB,,,55.0,52,3.0,,26.0,221,0.0,1.0,26.0,,,0.5,4.25,3.3846153846153846,4.0181818181818185,0.0,0.019230769230769232,,,,0.05454545454545454,0.27908496576181063,0.005074272104760193,-6.459009794686179,-0.1174365417215669,0.2692307692307692,0.057692307692307696
2019,3893625,Nick Ralston,309,Louisiana,Sun Belt,LB,,,2.0,2,0.0,,2.0,13,2.0,0.0,0.0,,,1.0,6.5,26.5,6.5,1.0,0.0,,,,0.0,8.054866152458873,4.027433076229436,4.832922603183773,2.4164613015918865,1.0,0.0
2019,3893630,Brady White,235,Memphis,American Athletic,QB,,,413.0,399,14.0,,246.0,3644,31.0,10.0,135.0,,,0.6165413533834586,9.132832080200501,9.558897243107769,8.823244552058112,0.07769423558897243,0.02506265664160401,,,,0.03389830508474576,327.662215954222,0.7933709829400049,201.45111347755747,0.4877750931659987,0.5413533834586466,0.17293233082706766
2019,3910083,McLane Carter,164,Rutgers,Big Ten,QB,,,50.0,48,2.0,,26.0,343,2.0,4.0,13.0,,,0.5416666666666666,7.145833333333333,4.229166666666667,6.86,0.041666666666666664,0.08333333333333333,,,,0.04,29.492473054388128,0.5898494610877626,9.521965984887522,0.19043931969775044,0.4583333333333333,0.125
2019,3910249,Kenji Bahar,2405,Monmouth,Big South,QB,,,46.0,44,2.0,,26.0,171,1.0,0.0,23.0,,,0.5909090909090909,3.8863636363636362,4.340909090909091,3.717391304347826,0.022727272727272728,0.0,,,,0.043478260869565216,10.423865817221396,0.22660577863524772,4.2953788637128145,0.09337780138506119,0.5,0.0
2019,3910544,Joshua Kelley,26,UCLA,Pac-12,RB,,,1.0,1,0.0,,1.0,14,1.0,0.0,0.0,,,1.0,14.0,34.0,14.0,1.0,0.0,,,,0.0,5.18,5.18,2.8608528947186596,2.8608528947186596,1.0,0.0
2019,3911636,Tyrie Adams,2717,Western Carolina,Southern,QB,,,24.0,21,3.0,,9.0,2,1.0,4.0,18.0,,,0.42857142857142855,0.09523809523809523,-7.523809523809524,0.08333333333333333,0.047619047619047616,0.19047619047619047,,,,0.125,0.2607767024755945,0.010865695936483103,-9.769105990139629,-0.4070460829224845,0.5238095238095238,0.047619047619047616
2019,3912536,Tom Stewart,242,Rice,Conference USA,QB,,,187.0,170,17.0,,91.0,955,8.0,2.0,100.0,,,0.5352941176470588,5.617647058823529,6.029411764705882,5.106951871657754,0.047058823529411764,0.011764705882352941,,,,0.09090909090909091,59.95856819692947,0.3206340545290346,23.960734913547657,0.12813227226496074,0.49411764705882355,0.07058823529411765
2019,3912660,Jaquan Blair,311,Maine,CAA,WR,,,1.0,1,0.0,,1.0,46,1.0,0.0,0.0,,,1.0,46.0,66.0,46.0,1.0,0.0,,,,0.0,6.719999999999999,6.719999999999999,3.5432874081344643,3.5432874081344643,1.0,1.0
2019,3913137,Alex Thomson,276,Marshall,Conference USA,QB,,,11.0,10,1.0,,8.0,107,1.0,0.0,16.0,,,0.8,10.7,12.7,9.727272727272727,0.1,0.0,,,,0.09090909090909091,13.931123433570185,1.2664657666881987,8.073875591887994,0.7339886901716358,0.8,0.1
2019,3913822,Case Cookus,2464,Northern Arizona,Big Sky,QB,,,50.0,49,1.0,,28.0,372,2.0,2.0,1.0,,,0.5714285714285714,7.591836734693878,6.571428571428571,7.44,0.04081632653061224,0.04081632653061224,,,,0.02,25.787661988107356,0.5157532397621472,16.155994168647236,0.3231198833729447,0.46938775510204084,0.12244897959183673
2019,3914151,Josiah Deguara,2132,Cincinnati,American Athletic,TE,,,1.0,1,0.0,,1.0,16,1.0,0.0,0.0,,,1.0,16.0,36.0,16.0,1.0,0.0,,,,0.0,5.398310239290667,5.398310239290667,2.948901210326211,2.948901210326211,1.0,0.0
2019,3914305,Anthony Jones,2229,Florida International,Conference USA,RB,,,1.0,1,0.0,,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,-0.7000000000000002,-0.7000000000000002,-0.26931522945819,-0.26931522945819,0.0,0.0
2019,3914307,Maurice Alexander,2229,Florida International,Conference USA,WR,,,2.0,2,0.0,,1.0,22,0.0,0.0,0.0,,,0.5,11.0,11.0,11.0,0.0,0.0,,,,0.0,0.8399999999999999,0.41999999999999993,0.4380427756824387,0.21902138784121936,0.5,0.5
2019,3914382,J'Mar Smith,2348,Louisiana Tech,Conference USA,QB,,,401.0,388,13.0,,233.0,2813,17.0,5.0,135.0,,,0.6005154639175257,7.25,7.546391752577319,7.014962593516209,0.04381443298969072,0.01288659793814433,,,,0.032418952618453865,207.74618568658272,0.5180702884952187,134.82733304341636,0.33622776320053954,0.520618556701031,0.11597938144329897
2019,3914395,James Morgan,2229,Florida International,Conference USA,QB,,,372.0,364,8.0,,204.0,2474,14.0,5.0,62.0,,,0.5604395604395604,6.7967032967032965,6.947802197802198,6.650537634408602,0.038461538461538464,0.013736263736263736,,,,0.021505376344086023,182.4395575098454,0.49042891803721883,99.36401361322562,0.26710756347641296,0.48626373626373626,0.0989010989010989
2019,3914569,Jaylon Henderson,68,Boise State,Mountain West,QB,,,122.0,119,3.0,,69.0,823,10.0,1.0,46.0,,,0.5798319327731093,6.915966386554622,8.218487394957982,6.745901639344262,0.08403361344537816,0.008403361344537815,,,,0.02459016393442623,82.2428465951715,0.6741216934030451,44.060235694456146,0.36114947290537824,0.5294117647058824,0.10084033613445378
2019,3914580,Blaze Moorhead,2636,UTSA,Conference USA,WR,,,1.0,1,0.0,,1.0,18,1.0,0.0,0.0,,,1.0,18.0,38.0,18.0,1.0,0.0,,,,0.0,5.753213388631249,5.753213388631249,3.1060203335870806,3.1060203335870806,1.0,0.0
2019,3914826,Kelton Moore,2440,Nevada,Mountain West,RB,,,1.0,1,0.0,,1.0,1,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,0.0,0.0,,,,0.0,-0.5351755359079569,-0.5351755359079569,-0.290178703251536,-0.290178703251536,0.0,0.0
2019,3914836,Cristian Solano,2440,Nevada,Mountain West,QB,,,49.0,45,4.0,,25.0,228,2.0,2.0,25.0,,,0.5555555555555556,5.066666666666666,3.9555555555555557,4.653061224489796,0.044444444444444446,0.044444444444444446,,,,0.08163265306122448,10.022702825905075,0.2045449556307158,1.45767245246474,0.02974841739723959,0.4,0.1111111111111111
2019,3915308,Jake Burt,103,Boston College,ACC,TE,,,1.0,1,0.0,,1.0,55,1.0,0.0,0.0,,,1.0,55.0,75.0,55.0,1.0,0.0,,,,0.0,7.35,7.35,4.276613237316365,4.276613237316365,1.0,1.0
2019,3915379,Sheriron Jones,167,New Mexico,Mountain West,QB,,,81.0,77,4.0,,32.0,348,1.0,6.0,28.0,,,0.4155844155844156,4.51948051948052,1.2727272727272727,4.296296296296297,0.012987012987012988,0.07792207792207792,,,,0.04938271604938271,33.59170226068005,0.4147123735886426,6.723215150476311,0.0830026561787199,0.44155844155844154,0.1038961038961039
2019,3915436,Steven Montez,38,Colorado,Pac-12,QB,,,435.0,420,15.0,,251.0,2553,15.0,9.0,130.0,,,0.5976190476190476,6.078571428571428,5.828571428571428,5.86896551724138,0.03571428571428571,0.02142857142857143,,,,0.034482758620689655,187.4831992337623,0.43099586030749953,95.20055730507903,0.2188518558737449,0.4880952380952381,0.08333333333333333
2019,3915468,Riley Neal,238,Vanderbilt,SEC,QB,,,291.0,275,16.0,,147.0,1415,8.0,5.0,117.0,,,0.5345454545454545,5.1454545454545455,4.909090909090909,4.86254295532646,0.02909090909090909,0.01818181818181818,,,,0.054982817869415807,68.04391521691781,0.23382788734336019,18.096105811931658,0.0621859306251947,0.41454545454545455,0.09090909090909091
2019,3915511,Joe Burrow,99,LSU,SEC,QB,,,525.0,502,23.0,,356.0,4776,42.0,6.0,199.0,,,0.7091633466135459,9.51394422310757,10.649402390438247,9.097142857142858,0.08366533864541832,0.01195219123505976,,,,0.04380952380952381,459.52617956314003,0.8752879610726477,292.2257663624187,0.556620507356988,0.6274900398406374,0.14342629482071714
2019,3915522,K.J. Hill,194,Ohio State,Big Ten,WR,,,2.0,2,0.0,,2.0,29,2.0,0.0,0.0,,,1.0,14.5,34.5,14.5,1.0,0.0,,,,0.0,8.897869418780033,4.4489347093900165,4.777557657667673,2.3887788288338365,1.0,0.5
2019,3915802,Lucky Jackson,98,Western Kentucky,Conference USA,WR,,,2.0,2,0.0,,1.0,8,1.0,0.0,0.0,,,0.5,4.0,14.0,4.0,0.5,0.0,,,,0.0,3.5144777767867157,1.7572388883933578,1.855988547746195,0.9279942738730975,0.5,0.0
2019,3915966,TJ Green,77,Northwestern,Big Ten,QB,,,12.0,11,1.0,,6.0,58,0.0,0.0,4.0,,,0.5454545454545454,5.2727272727272725,5.2727272727272725,4.833333333333333,0.0,0.0,,,,0.08333333333333333,2.4039551012935063,0.20032959177445886,2.7390984946348262,0.22825820788623552,0.5454545454545454,0.09090909090909091
2019,3916142,Brady Davis,2287,Illinois State,MVFC,QB,,,34.0,33,1.0,,14.0,150,2.0,1.0,5.0,,,0.42424242424242425,4.545454545454546,4.393939393939394,4.411764705882353,0.06060606060606061,0.030303030303030304,,,,0.029411764705882353,6.948548353693672,0.20436906922628448,-2.518342154906895,-0.07406888690902633,0.42424242424242425,0.06060606060606061
2019,3916143,Kedarian Jones,235,Memphis,American Athletic,WR,,,2.0,2,0.0,,1.0,25,0.0,0.0,0.0,,,0.5,12.5,12.5,12.5,0.0,0.0,,,,0.0,2.584273283014583,1.2921366415072915,1.393742503218321,0.6968712516091605,0.5,0.5
2019,3916204,James Proche,2567,SMU,American Athletic,WR,,,5.0,5,0.0,,3.0,35,3.0,0.0,0.0,,,0.6,7.0,19.0,7.0,0.6,0.0,,,,0.0,13.517869418780034,2.7035738837560066,7.260419374581949,1.4520838749163898,0.6,0.0
2019,3916208,Ben Hicks,8,Arkansas,SEC,QB,,,156.0,146,10.0,,64.0,636,2.0,2.0,55.0,,,0.4383561643835616,4.3561643835616435,4.013698630136986,4.076923076923077,0.0136986301369863,0.0136986301369863,,,,0.0641025641025641,19.733097897557116,0.12649421729203278,2.257910938913761,0.014473788069960006,0.363013698630137,0.07534246575342465
2019,3916209,Xavier Jones,2567,SMU,American Athletic,RB,,,1.0,1,0.0,,1.0,5,1.0,0.0,0.0,,,1.0,5.0,25.0,5.0,1.0,0.0,,,,0.0,4.004477776786716,4.004477776786716,2.43857769152992,2.43857769152992,1.0,0.0
2019,3916383,Jackson Tyner,2641,Texas Tech,Big 12,QB,,,8.0,8,0.0,,1.0,2,0.0,0.0,0.0,,,0.125,0.25,0.25,0.25,0.0,0.0,,,,0.0,-5.279396374084065,-0.6599245467605082,-4.505392816207117,-0.5631741020258896,0.0,0.0
2019,3916725,Tom Flacco,119,Towson,CAA,QB,,,34.0,31,3.0,,16.0,104,0.0,2.0,35.0,,,0.5161290322580645,3.3548387096774195,0.45161290322580644,3.0588235294117645,0.0,0.06451612903225806,,,,0.08823529411764706,13.879924360796782,0.40823306943519944,1.4609421448195539,0.04296888661233982,0.45161290322580644,0.0967741935483871
2019,3916726,Jon Wassink,2711,Western Michigan,Mid-American,QB,,,437.0,423,14.0,,240.0,2933,20.0,7.0,116.0,,,0.5673758865248227,6.933806146572104,7.134751773049645,6.711670480549199,0.04728132387706856,0.016548463356973995,,,,0.032036613272311214,224.42203412053087,0.5135515654932057,126.15733926645022,0.2886895635387877,0.5035460992907801,0.10874704491725769
2019,3916911,La'Michael Pettway,66,Iowa State,Big 12,WR,,,2.0,2,0.0,,2.0,60,2.0,0.0,0.0,,,1.0,30.0,50.0,30.0,1.0,0.0,,,,0.0,12.419396374084064,6.209698187042032,6.890355477690925,3.4451777388454623,1.0,0.5
2019,3916947,Jalen Harris,38,Colorado,Pac-12,TE,,,1.0,1,0.0,,1.0,1,1.0,0.0,0.0,,,1.0,1.0,21.0,1.0,1.0,0.0,,,,0.0,3.435726716985417,3.435726716985417,2.45399822917955,2.45399822917955,1.0,0.0
2019,3917100,Q' Drennan,167,New Mexico,Mountain West,WR,,,1.0,1,0.0,,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,-0.6999999999999997,-0.6999999999999997,-1.1612466882658818,-1.1612466882658818,0.0,0.0
2019,3917141,Daniel David,338,Kennesaw State,Big South,QB,,,25.0,23,2.0,,8.0,176,0.0,0.0,9.0,,,0.34782608695652173,7.6521739130434785,7.6521739130434785,7.04,0.0,0.0,,,,0.08,10.442007470210513,0.4176802988084205,2.124580359574192,0.08498321438296769,0.34782608695652173,0.21739130434782608
2019,3917153,Collin Reed,2026,App State,Sun Belt,TE,,,1.0,1,0.0,,1.0,1,1.0,0.0,0.0,,,1.0,1.0,21.0,1.0,1.0,0.0,,,,0.0,2.7357267169854174,2.7357267169854174,1.900352237473006,1.900352237473006,1.0,0.0
2019,3917166,Omar Bayless,2032,Arkansas State,Sun Belt,WR,,,3.0,3,0.0,,1.0,37,0.0,0.0,0.0,,,0.3333333333333333,12.333333333333334,12.333333333333334,12.333333333333334,0.0,0.0,,,,0.0,1.6033916419933192,0.5344638806644397,-0.27100962462896494,-0.09033654154298831,0.3333333333333333,0.3333333333333333
2019,3917232,Tyler Bass,290,Georgia Southern,Sun Belt,PK,,,1.0,1,0.0,,1.0,7,0.0,0.0,0.0,,,1.0,7.0,7.0,7.0,0.0,0.0,,,,0.0,1.6795591794893672,1.6795591794893672,0.9980107837176927,0.9980107837176927,1.0,0.0
2019,3917280,Nick Tiano,236,Chattanooga,Southern,QB,,,16.0,16,0.0,,4.0,12,0.0,2.0,0.0,,,0.25,0.75,-4.875,0.75,0.0,0.125,,,,0.0,2.800079415784577,0.17500496348653607,-6.374120754520523,-0.3983825471575327,0.375,0.0
2019,3917540,Aaron Winchester,2115,Central Connecticut,NEC,QB,,,26.0,24,2.0,,17.0,215,1.0,0.0,16.0,,,0.7083333333333334,8.958333333333334,9.791666666666666,8.26923076923077,0.041666666666666664,0.0,,,,0.07692307692307693,17.159987401915668,0.6599995154582949,11.997545667433915,0.4614440641320737,0.5,0.125
2019,3917569,Ja'Marcus Bradley,309,Louisiana,Sun Belt,WR,,,3.0,3,0.0,,3.0,31,3.0,0.0,0.0,,,1.0,10.333333333333334,30.333333333333332,10.333333333333334,1.0,0.0,,,,0.0,14.50361721226017,4.83453907075339,8.293174014470118,2.764391338156706,1.0,0.0
2019,3917788,Keyston Fuller,257,Richmond,CAA,WR,,,1.0,1,0.0,,1.0,35,1.0,0.0,0.0,,,1.0,35.0,55.0,35.0,1.0,0.0,,,,0.0,5.949999999999999,5.949999999999999,2.972588783776956,2.972588783776956,1.0,1.0
2019,3917789,Aaron Young,150,Duke,ACC,WR,,,2.0,2,0.0,,0.0,-21,0.0,1.0,0.0,,,0.0,-10.5,-33.0,-10.5,0.0,0.5,,,,0.0,0.1262114910370662,0.0631057455185331,-4.523930359411597,-2.2619651797057987,0.5,0.0
2019,3917793,Quentin Harris,150,Duke,ACC,QB,,,397.0,377,20.0,,204.0,1683,15.0,10.0,129.0,,,0.5411140583554377,4.464190981432361,4.06631299734748,4.239294710327456,0.03978779840848806,0.026525198938992044,,,,0.05037783375314862,122.2239922345886,0.30786899807201157,29.261049804334903,0.07370541512426927,0.4403183023872679,0.06896551724137931
2019,3917796,Austin Parker,150,Duke,ACC,P,,,1.0,1,0.0,,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.6096031330303862,0.6096031330303862,-1.1050243436054465,-1.1050243436054465,1.0,0.0
2019,3917848,Evan Shirreffs,2429,Charlotte,Conference USA,QB,,,2.0,2,0.0,,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.399999999999999,-0.6999999999999995,-1.3090137606630625,-0.6545068803315313,0.0,0.0
2019,3917957,Carter Stanley,2305,Kansas,Big 12,QB,,,400.0,385,15.0,,225.0,2410,24.0,9.0,119.0,,,0.5844155844155844,6.259740259740259,6.454545454545454,6.025,0.06233766233766234,0.023376623376623377,,,,0.0375,248.8916272678201,0.6222290681695503,123.85949184719586,0.3096487296179896,0.4961038961038961,0.1038961038961039
2019,3917958,Ryan Willis,259,Virginia Tech,ACC,QB,,,134.0,124,10.0,,70.0,756,8.0,3.0,72.0,,,0.5645161290322581,6.096774193548387,6.298387096774194,5.641791044776119,0.06451612903225806,0.024193548387096774,,,,0.07462686567164178,74.1213612436758,0.553144486893103,36.71490878832421,0.27399185662928516,0.49193548387096775,0.10483870967741936
2019,3918038,Chason Virgil,2545,SE Louisiana,Southland,QB,,,46.0,44,2.0,,27.0,277,2.0,3.0,10.0,,,0.6136363636363636,6.295454545454546,4.136363636363637,6.021739130434782,0.045454545454545456,0.06818181818181818,,,,0.043478260869565216,27.893398413555293,0.6063782263816367,13.437226839649444,0.292113626948901,0.5909090909090909,0.045454545454545456
2019,3919609,Jalen McCleskey,2655,Tulane,American Athletic,WR,,,2.0,2,0.0,,2.0,91,2.0,0.0,0.0,,,1.0,45.5,65.5,45.5,1.0,0.0,,,,0.0,13.37,6.685,7.1898920821584955,3.5949460410792478,1.0,1.0
2019,3921561,Deondre Francois,2261,Hampton,Big South,QB,,,29.0,27,2.0,,19.0,228,4.0,1.0,15.0,,,0.7037037037037037,8.444444444444445,9.74074074074074,7.862068965517241,0.14814814814814814,0.037037037037037035,,,,0.06896551724137931,21.40662836700369,0.7381595988621963,11.257362675267379,0.38818491983680614,0.5925925925925926,0.2222222222222222
2019,3921648,Ryan Agnew,21,San Diego State,Mountain West,QB,,,402.0,384,18.0,,229.0,2129,10.0,5.0,156.0,,,0.5963541666666666,5.544270833333333,5.479166666666667,5.296019900497512,0.026041666666666668,0.013020833333333334,,,,0.04477611940298507,145.4324544319048,0.36177227470623086,86.88218130990647,0.21612482912912057,0.5052083333333334,0.08072916666666667
2019,3921685,Josh Love,23,San José State,Mountain West,QB,,,498.0,490,8.0,,293.0,3796,23.0,7.0,78.0,,,0.5979591836734693,7.746938775510204,8.042857142857143,7.622489959839357,0.04693877551020408,0.014285714285714285,,,,0.01606425702811245,276.99832136613367,0.556221528847658,174.18637609147,0.3497718395411044,0.5244897959183673,0.11632653061224489
